"firm","year","Y","K","L","I"
46,1,6.38872142132165,7.37542985171349,2.32964685262302,-0.41427356256809
47,1,75.7241556332262,23.3094370472053,211.045696941079,0.339714243406697
48,1,36.5021021783821,10.0707825004478,31.7288081978712,0.528865713956134
49,1,18.4270122242072,5.93599764635761,42.534906457001,0.152036138403602
50,1,46.8226666157348,5.14166415493649,252.080655200326,0.319626426382042
51,1,56.8576175628471,12.0025635324914,241.576696802858,0.520965935643178
52,1,23.8114272855897,9.9250288008304,43.2069160041932,-0.101946442647
53,1,30.624172981672,8.79004178272046,45.4077735059991,0.29312455681425
54,1,9.13575255213806,6.86036858169911,7.91634816718526,-0.463075426848314
55,1,58.1957843850749,5.47105702154428,245.327622625544,0.659111370732591
56,1,78.0833685024763,6.46648143041491,112.70406850795,1.06923221154585
57,1,14.0451924542639,15.0001751845376,7.02392701347053,0.159134725743332
58,1,12.7056500751603,7.77320936994404,9.69738572599014,-0.467070567222887
59,1,14.6458176950351,5.70445992373028,1.99431396001978,0.32596472454389
60,1,41.2367698149167,21.3385909967698,36.9337226914302,0.29982571017653
61,1,72.7492301131572,11.8810947868302,4.50184850760489,1.26564535692148
62,1,30.235830658163,9.07771056518775,121.617061768622,0.419743286959426
63,1,44.9844974199117,15.3599433071124,25.2200940563298,0.703172694216433
64,1,38.8122311144809,14.3248895054341,21.2695109730168,0.338149222644998
65,1,18.8262642351802,7.77959004609344,11.2684764947858,-0.123488099601109
66,1,78.1797882411768,24.4610649386327,136.622048803453,0.431242980295812
67,1,9.58663377509681,9.01762080692084,20.5558750868847,-0.649921674226993
68,1,32.2894490945449,5.61253346506675,72.2776646106233,0.884260537348199
69,1,21.955473769768,9.43132025593359,13.2325602081325,0.440286724075844
70,1,55.266387906788,10.8779156647888,17.0617568793463,1.3090650737085
71,1,66.5413094137834,25.4926405360459,47.5074823255635,0.453073713246436
72,1,21.2783716453555,10.4383263837115,25.9644797349141,-0.241708822349553
73,1,29.6303126219424,12.0357593338306,15.4265215882474,0.508256821175976
74,1,25.3551255049981,9.69201421589262,13.9336473605685,-0.142406219502366
75,1,8.94999955982804,8.73344060759299,2.69875032114005,-0.203302861616569
76,1,38.0052455277803,9.86018469487298,30.0653613295446,0.226044103818153
77,1,17.6939923275364,13.7624720455332,31.813965594159,0.102340065564261
78,1,61.1521251543358,23.1970365309437,45.5717840772074,0.33824189491603
79,1,28.9677781104033,15.1675287942003,31.9931618562013,0.424230105690333
80,1,54.1549555749683,16.319321963695,262.812474258062,0.0153997203791903
81,1,16.1742396677753,6.06980457151092,32.0206278034806,-0.10720799193748
82,1,41.9030994948906,14.9023723242863,138.143996550375,0.0956125311752711
83,1,56.2001492221636,10.9326850120557,17.1305039873186,0.709099334682462
84,1,6.06017591436921,5.5160741432353,8.21800107039305,-0.540092455912828
85,1,51.9847084853037,12.3522920342073,185.285458671095,0.749443388632539
86,1,24.0079498859847,9.37658514812393,27.7178894270121,0.615907604019412
87,1,40.7245414430853,18.1092733305534,5.53507971310811,0.743720606982745
88,1,22.1946146292789,7.32992711308581,25.9366868362534,-0.0398650920419907
89,1,18.6797678543418,8.3993072959248,2.54911216952341,0.179368513356181
90,1,21.8079803894292,6.86942225238723,7.92540941034768,0.362448496404617
91,1,23.4440358351104,9.30708200359576,95.2632566036826,-0.126211704336046
92,1,74.0794248157381,11.7703874906919,127.166927973165,1.00987747118854
93,1,52.9418830454834,7.43268183820332,150.209462432691,0.625861831660975
94,1,42.0280772432594,14.0030118597929,75.9590387148765,0.585097702440976
95,1,56.9759479515505,6.1272723003342,35.7583780610378,1.26496429972241
96,1,20.0432963978908,6.53821360947705,7.74225081492251,0.32417734410796
97,1,37.3674984146728,17.938051853537,157.684350655525,-0.245835443005268
98,1,16.2701125134454,6.62396670501091,14.0597077372226,-0.175466200263975
99,1,12.7329540555787,11.8180315699172,6.2913657651097,-0.260539569078716
100,1,20.5461603424229,8.56832317039101,51.8865841483077,-0.0821445736602354
1,2,12.500552588731,7.42239469604639,6.59570060803948,-0.0946892823451377
2,2,60.7417530972424,10.1664702347711,323.021352920682,0.0765373834249501
3,2,11.8938666679682,6.32926438938295,9.78022644912575,-0.0932934396712446
4,2,58.8620640735892,11.0326204151931,52.0779318804419,0.734510277114676
5,2,19.439323483091,7.59346356073934,6.49592938463021,0.34406199174136
6,2,23.5797810362973,19.3513917122911,7.7183935758807,0.18356172579921
7,2,17.1329291390379,13.1421720755151,5.03882012360186,0.228799417487844
8,2,39.7544969473211,14.3048661452901,27.2603123335804,0.56961973349591
9,2,91.3036173970556,11.7463152465797,238.595828515346,0.613534670617252
10,2,57.1806380870468,18.8840595025957,315.977000652808,-0.0849132545453695
11,2,43.9587968435465,8.17644354488411,204.127114955731,0.461215076100759
12,2,34.1039451284518,8.32771028963016,116.704362257424,0.311887805676124
13,2,25.4428202078242,17.1056534637837,21.6689191789273,0.0614800869123983
14,2,4.22981717646169,6.44293332143986,1.64503134880551,-0.737864395065546
15,2,57.3682810161053,9.40301790287247,24.2043099821189,0.508883095482445
16,2,11.3640461664449,8.34807514332215,1.10820486557816,0.419388188417606
17,2,18.9390244957231,8.65591635106162,14.6897799485519,0.248248100607153
18,2,38.5033195559029,9.09524564851002,289.771160521048,0.379815792676805
19,2,39.8683003859574,12.0786309607762,47.7575073811667,0.300726336959182
20,2,45.7444313788295,9.49788026626615,143.79943729664,0.577316711982176
21,2,31.7375948229942,8.49818412208384,54.486064264479,0.407697963634565
22,2,33.5504273919014,16.9365094438265,22.0106609993199,0.65057792497956
23,2,48.3968796846109,8.95646277736378,193.651883464894,0.183247797035066
24,2,14.264069511767,7.99907129321005,9.26866354146261,-0.37979668715363
25,2,28.9182912885341,9.67943913554175,9.49723282465099,0.432717981010544
26,2,21.4301140327283,13.0784159509746,28.6629424401505,0.0878718057965275
27,2,17.7808908753796,9.21538052057469,3.37576827043775,0.0324136391606771
28,2,18.2241703327364,8.85565228082132,45.4140645742369,0.115194220263765
29,2,18.736054885209,7.13268876406316,32.9824418526794,-0.024801603726796
30,2,33.212156662643,8.66363233833236,17.7361651741165,0.358089364584186
31,2,27.2726876949321,10.3655852284564,21.392349991315,0.481328933423821
32,2,26.4019611392281,7.6930780209327,74.5877352467093,0.469105575752808
33,2,23.9640064570653,12.0549089776686,9.58676582088708,0.478176097078584
34,2,10.8677260360973,5.27508914835791,4.04720374715035,0.0480728363706071
35,2,15.9018151086904,10.449576153682,33.2898957646821,-0.0074395120001521
36,2,8.65511575735061,5.05966056199781,6.34396353632097,0.0730830257671909
37,2,29.5594624944608,8.5412738124405,64.6056773313886,0.346243227252082
38,2,25.3652931128537,7.84828567348833,18.9483723430931,0.34604467251164
39,2,39.0962158552913,7.91897037160363,156.907609764774,0.503867334038161
40,2,42.5314018856125,9.91387429880781,62.4236262855261,0.336894995323558
41,2,3.99120145272381,4.40781339706366,0.68761078303321,0.256071330464987
42,2,24.5567819571587,15.6507249549265,6.91514332659199,0.0249748221360199
43,2,33.3740658355338,5.30610353817176,104.370565244174,0.73984252421915
44,2,29.1576419795545,8.41550957440636,66.3749960760077,0.361279543995795
45,2,11.685479762225,5.94308608946983,4.47526192956261,0.0511381220705744
46,2,7.11864558877977,6.59238479655972,2.54869396230074,-0.0215345128792289
47,2,86.0895926754306,22.4836794382517,204.280767555892,0.447595958159566
48,2,21.4354976286899,10.0961090893816,13.7818102593025,0.553448921122914
49,2,17.3527568031736,5.79123390244333,112.19147303348,-0.274982133906576
50,2,32.3142236821693,5.20420737357171,199.956347026036,0.512610527609698
51,2,26.6708266097616,11.92340129151,6.15149238397777,0.46598781582076
52,2,12.9672704446677,9.32683091814188,6.56316225554285,0.0770502551748299
53,2,24.1208256909018,8.64366425039869,4.79057213348405,0.106561507069292
54,2,9.20322878268469,6.05427472576584,23.8748520188668,-0.446588558763152
55,2,26.4094939201322,5.85661554119965,6.90417601055713,0.743470084391032
56,2,12.8906105882543,7.21238957044002,3.03269112549757,0.642653779318715
57,2,38.7241414473823,14.4093011510541,292.1674358162,-0.15679870253059
58,2,19.9393525418256,6.91747833422395,49.2414459897947,-0.144393661036884
59,2,18.638587576336,5.74520165208766,52.4207043270481,0.261498254334501
60,2,42.7213445009993,20.5714871571078,19.1010591731294,0.178318008310411
61,2,74.1188355119147,12.5526854044102,68.5931852347606,0.955484282450169
62,2,33.4134422063595,9.04356832388779,51.0788257218557,0.304429318129062
63,2,33.1987852903233,15.2951188359732,10.9128666722936,0.477219344803382
64,2,26.2607787107491,13.9467942528074,28.1608066721103,0.18257466323395
65,2,10.0869494701852,7.26712244418766,17.1378656496415,-0.0565811136888927
66,2,98.2566596350542,23.6692546719968,569.552459580388,0.624479870210924
67,2,9.23367422690445,7.91681809234781,22.9369674797326,-0.382933453099343
68,2,47.2191658024799,6.21616732916161,148.324388885351,0.451108853034658
69,2,25.563725858079,9.40004096721276,29.0049130478018,0.23218203734139
70,2,91.1079488117618,11.6430849552579,19.3287166446415,0.997039672753701
71,2,44.6311533159264,24.67108222249,40.0567287413195,0.545784513126388
72,2,17.9403873407534,9.67470124217638,2.68036289842845,0.126159996533994
73,2,48.6257183425252,11.9422281883151,136.794255039654,0.455577243635779
74,2,16.7999804164526,9.06500728559562,92.714989423052,-0.159807926686882
75,2,16.426769634003,8.09346571559677,13.7576914667138,-0.145164684239787
76,2,18.7799973802316,9.59321956394749,9.37986658077401,0.433724349004214
77,2,32.043356054289,13.1766885088208,117.363636290057,0.195643674693257
78,2,61.0205581445094,22.3754265993125,81.2198948968898,0.605207978761871
79,2,28.187919385732,14.8333824601806,18.3648763265774,0.128513598885495
80,2,28.685062823946,15.5187555858895,107.742712876027,-0.0616868736026518
81,2,11.0211602824629,5.6591063509979,4.15536954827978,-0.234653974921597
82,2,36.2655164300908,14.2528662392473,145.419302229603,0.304033421381314
83,2,46.6624153530027,11.0951500961354,19.2427692008565,0.758030851358519
84,2,10.4860028961499,4.70017798016071,15.0719777981063,-0.131419983472715
85,2,42.9381201399182,12.4841208211295,129.578551593536,0.595742176666509
86,2,20.9336043918895,9.52366349473714,6.00037341404333,0.591651879398832
87,2,62.715681607821,17.9475302710085,106.481461006981,0.508400082441891
88,2,21.0691552746679,6.92356566538953,15.5544141625163,0.310511878588941
89,2,42.8301586597083,8.15871044448474,61.668661556278,0.275551765137274
90,2,12.7007277822675,6.88839963617249,7.10799814196209,0.226306402933124
91,2,21.3696118772722,8.71551619907993,16.262617863304,0.0412557116402797
92,2,68.0190045879996,12.1917455873458,275.107062290601,0.583297933784882
93,2,27.305788769423,7.68690957795413,47.8958066224067,0.842446208838334
94,2,42.4548088484956,13.8879589692442,112.484098590906,0.310554022277476
95,2,28.5279252713847,7.0858729850399,20.8584472882821,0.542293086296698
96,2,19.6227086410504,6.53548027311115,6.80919918170671,0.436338197636376
97,2,13.8824394174845,16.7953138178549,22.3798558880559,-0.288353273041164
98,2,10.6751455633006,6.11730216949639,2.79229350347722,0.0812780052914524
99,2,11.7762322990873,10.9665904223426,0.770251264470389,-0.258465498022652
100,2,20.6636755540907,8.05776243821123,70.6968992501006,-0.0669980105701048
1,3,17.7942765186335,6.95658567889893,18.0614484625193,-0.246388954358489
2,3,25.2430683074166,9.73468410645745,6.5104320132098,0.458383315321735
3,3,14.9868515915522,5.91950773024256,79.1414055825815,-0.245553394343573
4,3,38.0551620800061,11.2154996715481,28.4640907405901,0.266171883965682
5,3,28.135775257659,7.55785237444373,33.3396202119198,0.478026090038328
6,3,28.8685049170289,18.5673838524758,60.3494591496959,0.213151128747961
7,3,32.5566440504096,12.7138628892271,10.2439675515184,0.310261071506855
8,3,22.7230760455802,14.1592425715215,11.2505926094756,0.41086336602655
9,3,32.8872167299262,11.772534154868,40.2010117915967,0.596699080356137
10,3,45.513796676764,17.8549432729205,66.3185876863859,0.189994224792606
11,3,24.6597458883702,8.22883644374066,29.5823314851335,0.212268997371332
12,3,24.3563179947099,8.22321258082478,51.5221602498911,0.313937170768091
13,3,20.3998317654189,16.311850877507,39.4444840405145,-0.0505986920402433
14,3,7.32690193055582,5.38292226030232,16.8969540072518,-0.32755429359316
15,3,30.7364971172761,9.44175010321129,7.04531549798094,0.744225848874001
16,3,23.769407323097,8.35005957457365,48.4417780347679,0.247852372598436
17,3,15.4489938730367,8.47136863411569,7.89341705275648,0.288403747830874
18,3,23.7167797603423,9.02029915876132,19.438572536292,0.490733868966534
19,3,28.7119715735652,11.7754257496966,32.198562181158,0.480397871437058
20,3,41.7826777029413,9.60030296493502,5.35167735164081,0.662274884885179
21,3,27.3111505039689,8.48097287961421,26.3918705461529,0.383566717835957
22,3,72.8321143986996,16.7402618966147,40.1851815912285,0.879689561766652
23,3,22.3288056495044,8.69188743553066,9.30325971731304,0.221541943436742
24,3,10.2838582765261,7.21932104139591,5.06993854352383,-0.33826443043655
25,3,45.5377356665535,9.62818515977521,149.167339906922,0.452646142546175
26,3,13.7012627453755,12.5123669592224,4.99800000621018,0.0690945628377604
27,3,15.1063080882979,8.78702513370663,14.9039857905992,0.00214455376376502
28,3,10.3648209091938,8.52806388704402,0.752900286416419,-0.0464315380609346
29,3,12.6477264017743,6.75125272213321,8.37272040611011,0.488960003583438
30,3,26.594002937736,8.58854008599992,14.4961128192896,0.342885040705097
31,3,51.3083730431746,10.3286349004574,266.903630486874,0.496605074680421
32,3,18.4211837502991,7.77752969563887,7.6229118614084,0.429634582682921
33,3,22.9618260104516,11.9303396258638,11.2409959930209,0.360530750345146
34,3,6.8124751341248,5.05940752731062,1.76324192819423,-0.175226826450771
35,3,28.4393066277423,9.91965783399775,28.5638068868521,0.0169238335519137
36,3,22.3644865652565,4.87976055966511,64.7685166959787,0.316286166620595
37,3,14.8686364287519,8.46045334907055,4.69835889397566,0.166947076858919
38,3,20.9438270820348,7.80191606232555,11.4973715286194,0.195022269437534
39,3,57.416077857092,8.02688918706161,161.64979373326,0.423226460792667
40,3,22.9662366640677,9.75507557919098,11.5999589278182,0.113214980361261
41,3,15.3950854022583,4.44349405767546,27.8118627281308,0.0869027585328044
42,3,45.2942834161143,14.8931635293162,63.2465539817796,0.546645271605648
43,3,13.5384648565093,5.78064088548232,4.46254641002812,0.303085658994303
44,3,30.2203802223298,8.35601363968184,122.82023448885,0.259419896500609
45,3,23.7366339818431,5.69706990706691,35.8104416863639,-0.110158973012492
46,3,16.6181403649015,6.24123104385251,8.55090243031438,0.0698123407243892
47,3,58.8810597244207,21.8070914244987,20.5551118797387,0.611285483092339
48,3,42.3593692284449,10.1447525560354,27.8339509006552,0.645917967953865
49,3,15.071665109306,5.22669007341459,30.8705359642479,-0.0880457410422576
50,3,19.2318098565875,5.45660753250282,10.6115728449402,0.306846357168655
51,3,25.7800821529959,11.7932190427552,3.92355101379146,0.493814826821213
52,3,19.5938665069808,8.93753962740962,16.2424374155438,0.162383076463875
53,3,23.4502744045103,8.31804254494804,62.1082744144296,0.4861647745376
54,3,13.282723926968,5.3049724307144,2.57822682994319,0.0470823225258651
55,3,32.1325476715446,6.3072548485307,21.5755682908228,0.503142134127505
56,3,23.3297352229252,7.49442387123673,7.22666026835401,0.545606368394213
57,3,37.2695291081903,13.5320373909708,32.864873662201,0.174826868211222
58,3,12.9148222011203,6.42721075647587,12.8241184107239,0.0562332104948641
59,3,23.618898211399,5.71943982381778,16.2181451387632,0.243799833958631
60,3,26.1336192548696,19.7212308075628,15.1768444047167,-0.122104219447241
61,3,26.8496302253052,12.8805354166398,21.0139553760085,0.569429508144743
62,3,38.0141327940095,8.89581922582246,69.1708534891282,0.11382897618005
63,3,45.0081032974494,15.0075822389779,39.8664349016254,0.125300646370957
64,3,34.9493129813847,13.4320292034009,33.8462025219924,0.373921397067787
65,3,4.08455019774841,6.84718520828938,0.21786015177108,-0.2017146562731
66,3,27.4948453175553,23.1102718086079,11.0815920418008,0.315113888074926
67,3,16.0820360944311,7.13804373463108,36.3942903562842,-0.00329515397900688
68,3,12.2995231107494,6.35646781573818,11.8169041586007,0.221838206887869
69,3,16.4845244146829,9.16222095619351,5.79501373191063,0.199162032011736
70,3,53.3266188154385,12.0579703802487,33.2614324163352,0.910622716445323
71,3,67.1116257268149,23.9833126244919,38.8486255702588,0.49629057657343
72,3,18.265993672306,9.31712617660155,13.0343905588331,0.286087476152159
73,3,37.5398500223704,11.8006940225351,63.2272996126005,0.509878415416946
74,3,23.7199408063685,8.45194899462896,103.152385898866,-0.190327476065294
75,3,19.4633214151262,7.54362774557715,37.071122655514,-0.105361348262599
76,3,29.6452882029747,9.54728293475432,124.852674524145,0.384475986424206
77,3,21.0976827171329,12.713497758073,20.9085451752901,0.267097430270513
78,3,56.3578740321442,21.8618632481088,189.65157320961,0.563393206377494
79,3,34.4858683094443,14.2202269360571,11.5689690709268,0.353071816461082
80,3,27.1172938442533,14.6811309329923,23.8783957529267,0.0545802758175058
81,3,23.7297802855029,5.1414970585264,180.865101364545,-0.16726667297732
82,3,33.2936923074,13.8442563486662,33.8083504394885,0.326930990048056
83,3,43.4318308415736,11.2984234426871,29.5849235112028,0.774555259785525
84,3,9.57472921249897,4.33374909767996,5.10423240297266,0.217387013236907
85,3,50.2129851287105,12.4556569567395,108.075900856082,0.478673007382815
86,3,45.5095014530389,9.63913219939912,423.563320915121,0.36248662590131
87,3,72.7125536373076,17.5585538399,85.3080828243693,0.443733041033757
88,3,15.5737988124826,6.887899260709,13.0068984844674,0.270381906408099
89,3,52.2029409534371,8.02632668739778,363.423828613522,0.54076583156072
90,3,17.3241881301846,6.77028605729699,7.69326775168965,0.304375137644465
91,3,33.4477771814239,8.32099610076621,72.6180091302463,0.13679653802199
92,3,40.6639320856684,12.1654562417634,23.1444170907362,0.432880126937172
93,3,26.1288561956895,8.14501030789475,10.0626562051938,0.660141218690645
94,3,58.012329868581,13.5041150430595,196.525214490477,0.563094541291943
95,3,15.9867285176054,7.2738724220846,2.71030202542711,0.770792814802284
96,3,13.3489927286476,6.64504445709197,14.8999850859177,0.327615018925876
97,3,32.2412219003408,15.667194853921,23.3193218632617,-0.213845565818041
98,3,14.269837418283,5.89271506631303,7.41165742663722,0.0251116732083408
99,3,9.75214336776286,10.1597954032028,2.20958052054426,-0.159395624191677
100,3,14.2528041501603,7.58787630573056,6.9528455108477,0.0403192216962582
1,4,24.1569273782224,6.3623674405955,41.4811203307974,0.0543263160861517
2,4,25.5680455705058,9.70633321645631,9.77908735723379,0.387114759959337
3,4,12.9481600556428,5.37797894938686,33.4832137171114,-0.181478429797914
4,4,20.2490224578026,10.9208965719364,9.21245650868491,0.317328153165201
5,4,30.7821938410974,7.65798584575987,59.2146716381601,0.486795201943272
6,4,30.6624252374967,17.8521657885999,30.6930038572675,0.284070616418296
7,4,40.4445616416013,12.3884308162726,91.6262305804883,0.24244309479906
8,4,36.6258820823805,13.862143808972,185.582630277011,0.341433658654885
9,4,24.7068301953089,11.7806065274807,31.5851161590407,0.418289318561519
10,4,37.4353376883153,17.1521903340671,79.1350659211348,0.217389832758033
11,4,18.434854272029,8.02966361892496,2.453743775953,0.343962983051813
12,4,24.1914021351997,8.12598912255163,18.1510029191117,0.0959299673665151
13,4,19.4635179293259,15.4456596415914,6.40609473751291,0.10532875427949
14,4,11.3061352529501,4.78622185369404,12.1327103137105,-0.281921574750993
15,4,33.3706059673521,9.71388844692473,35.3033237877238,0.537357788568991
16,4,18.5222560881967,8.1804089684434,14.9807835206893,0.27104543391895
17,4,20.1995770920345,8.33620395024078,16.4898596538836,0.113319793041823
18,4,56.8796199635932,9.06001806978979,118.446958222488,0.465150015971927
19,4,36.197643835371,11.6670523336488,23.9619102243404,0.212499034903533
20,4,86.2407910587641,9.78256270157345,426.190114893836,0.779845452359847
21,4,19.8094761064728,8.44049095346945,2.4258496554387,0.343394282272955
22,4,76.3087987678966,16.7829383635506,102.329090271588,0.665914037137081
23,4,55.0435376340216,8.47883500719086,313.165645090838,0.145663565969943
24,4,10.8349834246802,6.52009055888957,2.31278242375712,-0.371190481317018
25,4,32.8064137361844,9.59942204433263,11.3435894330588,0.368169315430228
26,4,20.1500975366068,11.955843174099,14.1480019264017,-0.130445041740213
27,4,18.8384539248435,8.34981843078506,25.4224776667588,0.346849482896669
28,4,15.2940276936334,8.05522915463088,11.5904139713998,-0.0865015899229191
29,4,12.4669579186376,6.90265008960999,8.77728087730208,-0.159547800585685
30,4,39.2836903006028,8.50199812240502,255.226620170204,0.221454312553465
31,4,29.8573118460873,10.3088082301149,37.6595757783475,0.356919083857021
32,4,34.3164088604613,7.81828779353985,85.0655580252937,0.0496089206705684
33,4,22.8799640050447,11.6943533949158,0.755869088907616,0.477853296383183
34,4,15.543459218771,4.63121032449432,39.6198404425178,-0.216437746731711
35,4,34.7503336300378,9.44059877584978,111.255082632632,-0.0249062428993905
36,4,14.0344928422294,4.95205869830245,8.59721907751775,0.289007201218331
37,4,26.4409137243741,8.20437775847594,13.6520110287952,0.156490479378399
38,4,32.1416977869095,7.6068425286468,173.094300438029,0.218286442819912
39,4,35.6462158533817,8.04877118850119,28.2079124129546,0.401882863415326
40,4,45.7390432081515,9.38053678059269,94.2606465332755,0.145274011386856
41,4,10.9343493490922,4.3082221133245,19.0578042259799,-0.0104490356019896
42,4,18.292945868803,14.695150624456,29.9299589795958,0.296160052872188
43,4,16.7508105664711,5.79469450020251,13.3610977506728,0.321898197025014
44,4,21.3408267923583,8.19763285419836,4.70819713297248,0.471847291350069
45,4,7.07314474065199,5.30205743870108,1.08199645918903,0.300403476321636
46,4,14.0201263091844,5.99898183238427,17.747212718488,0.175277496783156
47,4,65.455633130093,21.3280223363661,71.5121641806291,0.358199534861404
48,4,17.8256025817715,10.2834328961875,18.8565186515069,0.355190818980898
49,4,13.8787716974425,4.8773098287016,24.88974155519,0.212956818792049
50,4,18.2709368224294,5.49062351304633,30.9906033800716,0.296230592007734
51,4,24.4101662221772,11.6973729174387,19.8072819116115,0.250298664167433
52,4,22.6918805795335,8.65304572250301,23.5456143911234,0.133759012618207
53,4,32.9990031514154,8.38830519223824,119.205056796929,0.231253191182515
54,4,14.2724486202729,5.08680613170454,18.6072883215031,-0.061892554416016
55,4,27.5830805565127,6.49503424023167,59.9774078543521,0.357326154741401
56,4,28.4803327950546,7.6653090460691,51.5382374974227,0.504130004975822
57,4,40.646970743102,13.0302623896335,216.759588249134,-0.0142305773383811
58,4,18.687812815356,6.16208342914694,15.6859071809246,-0.0725268946086514
59,4,15.1906847054127,5.67726766658552,4.94022673271122,0.062952022925864
60,4,38.011655346316,18.6130650477375,17.7794222098239,0.0654469123533607
61,4,39.3846395871329,12.8059381539526,52.7737260807469,0.438582213527252
62,4,20.1786714554768,8.56485724071139,13.7166955642092,0.0545555260619762
63,4,30.4368679411756,14.3825037734,23.2296355970742,0.0311798932842026
64,4,35.7242621048462,13.1343491402987,80.5879051756026,0.327307480132984
65,4,11.1126339776699,6.30311129160182,6.02493842336432,-0.0298703425073473
66,4,43.7750540959258,22.2698721062524,4.41826129577377,0.0986418704515126
67,4,18.0726997958389,6.77784639392051,160.643182793657,-0.248700633593697
68,4,21.2225645463469,6.26048263183914,27.1162439805586,0.0682126404929496
69,4,30.2358571589393,8.90327194039557,91.1431954011813,0.326996335025061
70,4,34.5011791525696,12.3656945776816,31.4593141746743,0.63358105989838
71,4,45.6728210816213,23.2804375698408,68.1672689487396,0.338870597548119
72,4,10.6439630389407,9.13735734392363,1.57312974307949,0.33002013482777
73,4,26.9250968777166,11.7205377368253,56.8864369731163,0.283471209181723
74,4,16.6790055346514,7.83902406883222,31.7795687825138,0.0144436727641972
75,4,13.6265122297855,7.06108501003569,4.52966185863455,-0.13085779333938
76,4,20.6818284616956,9.45439477444081,13.6822559918359,0.290265158449357
77,4,70.5269346210215,12.3449203004398,190.989399932301,0.175131530184741
78,4,64.6745752005266,21.3321632920808,107.054417514891,0.551589285649137
79,4,32.7058385262905,13.8622874057153,30.6320555847052,0.533942660888713
80,4,29.8823732644975,14.0016546621602,45.7545495695385,0.203788894389398
81,4,6.79325762215285,4.71715553262276,1.98779706694698,-0.0425939506603805
82,4,35.474847554442,13.478974521281,125.154082299157,0.246648808815084
83,4,22.4657548682324,11.5080575303383,3.29121396916549,0.44459269914432
84,4,8.03719118867543,4.33444865603287,2.89574456260498,0.0709128398911925
85,4,55.8613685017311,12.3115471162854,94.4321009625881,0.47307401063339
86,4,42.078837048848,9.51966221533047,119.573838674787,0.352034985861508
87,4,33.1284906415862,17.1243591889387,5.01435204533767,0.106968038598631
88,4,19.3177187644511,6.81388620408165,34.3258003803147,0.0222265963306181
